Product_ID,Product_Name,Form,Ashwagandha,Triphala,Amalaki,Haritaki,Bibhitaki,Neem,Tulsi,Brahmi,Shankhpushpi,Turmeric,Ginger,Garlic,Clove,Cardamom,Cinnamon,Pepper,Licorice,Guduchi,Shatavari,AloeVera,Moringa,Fenugreek,Cumin,Coriander,Mustard,Saffron,Nutmeg,Fennel,Camphor,Jatamansi,Kesar,Pippali,Punarnava,Arjuna,Guggulu,Manjistha,Kalonji,Baheda,Giloy,Daruharidra,Vidanga,Hibiscus,AmlaOil,Ashoka,Bhringraj,SafedMusli,KaunchBeej,Palash,Agarwood,Chitrak,Proportion_Others,Price,Dosage(g),Shelf_Life(months),Preparation_Method,Speciality
P0488,Product_488,Tablet,0.02,0.02,0.03,0.03,0.03,0.02,0.03,0.03,0,0.01,0.02,0.01,0.01,0.03,0.03,0,0.02,0,0.02,0.01,0.01,0,0.02,0.01,0.01,0.03,0.01,0.01,0.03,0.01,0.03,0.02,0.03,0.01,0.01,0.01,0.03,0.03,0.02,0.03,0.02,0.03,0.01,0,0.01,0.03,0.03,0.02,0,0,0.12,623,0.49,36,Extract,Cardiac Health
P0489,Product_489,Tablet,0.02,0,0,0.02,0.02,0.01,0.02,0.03,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.03,0.03,0.03,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.03,0,0.01,0.03,0.02,0.02,0.03,0.02,0.03,0.03,0.01,0.03,0.03,0.02,0.02,0,0.02,0.01,0.02,0.01,0.02,0,0.03,0.12,355,0.6,24,Fermentation,Immunity Booster
P0490,Product_490,Tablet,0.02,0.03,0.02,0.02,0.02,0,0.01,0.01,0.03,0.02,0.03,0.01,0.02,0.03,0.01,0.02,0.03,0,0.03,0.01,0.03,0.01,0.01,0.03,0.02,0.02,0.01,0,0.02,0.02,0.03,0.03,0.01,0.04,0.01,0.03,0.03,0.01,0.01,0,0.02,0.02,0.02,0,0.02,0.02,0.01,0.02,0.02,0,0.11,913,0.26,18,Extract,Women's Health
P0491,Product_491,Decoction,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0,0.02,0.04,0.02,0,0.03,0.02,0.02,0,0.01,0.02,0.02,0.02,0.02,0.03,0.02,0.01,0.02,0,0.03,0.02,0.02,0.03,0.01,0.03,0.03,0.02,0.04,0.02,0.02,0.03,0.03,0.02,0.02,0.01,0,0.03,0.01,0.02,0.02,0.01,0.11,638,0.5,36,PowderBlend,Diabetes Management
P0492,Product_492,Decoction,0.02,0.02,0.01,0.03,0.03,0.03,0.02,0.03,0.02,0.03,0,0.02,0.03,0,0,0.04,0.03,0.02,0.01,0,0.03,0,0,0,0.02,0.03,0.02,0.01,0,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0,0.02,0.01,0,0.01,0.03,0.02,0.02,0.04,0.01,0.01,0.02,0.01,0.03,0.13,154,0.24,36,PowderBlend,Immunity Booster
P0493,Product_493,Syrup,0.03,0.02,0.02,0.01,0.03,0.03,0.02,0.04,0.02,0.02,0.01,0.01,0.03,0,0,0.02,0,0.03,0.02,0.02,0.02,0.02,0.03,0.01,0,0.02,0.02,0.03,0.03,0,0.01,0.01,0,0.02,0.02,0.03,0.04,0.03,0.02,0.03,0.01,0,0.03,0.03,0,0,0.02,0,0,0.01,0.13,271,0.39,12,PowderBlend,Anti-Inflammatory
P0494,Product_494,Decoction,0,0.01,0.03,0.04,0.04,0.01,0,0.03,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.01,0.04,0.01,0.01,0.02,0.04,0.02,0.03,0.03,0.03,0.01,0.01,0.02,0,0.01,0.02,0.01,0.01,0.03,0,0.03,0.03,0.02,0.02,0,0.02,0.01,0.02,0,0.01,0.03,0,0.01,0.01,0.02,0.1,936,0.57,36,PowderBlend,Memory & Cognition
P0495,Product_495,Paste,0.02,0,0.01,0,0.03,0.02,0.01,0.01,0.02,0,0.03,0.01,0.02,0.02,0,0.03,0.03,0.02,0.01,0.03,0.03,0.01,0.03,0.01,0.03,0.02,0.01,0.01,0.03,0.02,0.03,0.01,0.01,0.03,0.01,0.01,0.03,0.03,0.03,0.02,0,0.03,0.01,0.03,0.02,0.02,0.02,0.02,0.02,0,0.1,530,0.5,24,Decoction,Diabetes Management
P0496,Product_496,Paste,0.02,0.03,0.01,0.03,0.03,0.02,0.03,0.03,0.01,0.02,0.01,0.01,0.01,0.01,0.03,0.02,0.01,0.01,0.03,0.01,0.03,0.04,0.02,0.02,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0,0.01,0.01,0.01,0.02,0.01,0.03,0.01,0.03,0,0,0.01,0.01,0.03,0.01,0.03,0.02,0.13,666,0.36,36,Decoction,Memory & Cognition
P0497,Product_497,Paste,0,0.01,0.02,0,0.03,0.02,0.03,0,0.01,0.01,0.04,0.03,0.01,0.03,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.03,0.03,0.03,0.03,0.01,0.02,0.01,0.01,0,0.02,0.01,0,0.04,0.03,0.02,0.02,0.02,0.01,0.02,0.03,0.03,0.01,0.02,0.02,0,0.01,0.02,0.02,0,0.1,843,0.37,24,PowderBlend,Immunity Booster
P0498,Product_498,Paste,0.03,0.02,0.01,0.02,0,0.02,0,0.01,0,0,0.02,0.01,0.02,0.01,0.03,0,0.01,0.03,0.02,0.02,0.01,0.02,0,0.01,0.01,0.04,0.02,0.03,0.02,0.02,0,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.01,0,0.01,0.02,0.02,0.03,0.01,0.04,0.03,0.03,0.02,0.03,0.12,167,0.44,24,Decoction,Weight Loss
P0499,Product_499,Decoction,0.02,0.03,0.02,0.03,0.03,0.01,0.03,0.02,0.02,0.03,0.02,0.01,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0,0.02,0,0.01,0,0.03,0.03,0.03,0,0.01,0.01,0.01,0.02,0.03,0.03,0.02,0.01,0,0,0,0.02,0.01,0,0.01,0.02,0.02,0.01,0.01,0.1,731,0.4,12,PowderBlend,Liver Detox
P0500,Product_500,Tablet,0.01,0.03,0.01,0.04,0.01,0.01,0.04,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0,0.03,0.02,0,0.01,0.02,0,0.02,0.02,0.01,0,0.03,0.02,0.04,0.02,0.04,0.01,0.02,0.01,0.02,0.04,0,0.01,0.04,0.03,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.01,0.09,184,0.2,24,PowderBlend,Kidney Care
P0501,Product_501,Syrup,0.03,0,0.02,0.01,0.03,0.03,0,0.01,0.02,0.01,0.01,0.03,0.02,0,0.01,0.01,0.01,0.01,0,0,0.03,0.02,0.01,0.01,0.01,0.03,0,0.03,0.02,0.01,0.03,0.03,0,0.01,0.02,0.01,0.03,0.03,0.02,0.04,0.03,0.01,0.02,0.03,0.02,0.01,0.02,0.01,0.03,0.03,0.14,748,0.33,24,Decoction,Cardiac Health
P0502,Product_502,Paste,0.03,0.02,0.02,0.02,0.02,0.02,0,0.03,0,0.01,0.02,0.01,0.03,0,0.01,0,0.03,0.01,0.03,0.03,0.02,0.02,0.03,0.03,0.04,0.01,0.01,0.01,0.01,0.01,0,0.03,0.01,0.02,0,0.02,0.02,0.03,0.02,0,0.01,0.03,0.02,0,0.02,0.03,0.01,0.02,0.01,0.03,0.14,772,0.28,18,TabletCompression,Skin Disorders
P0503,Product_503,Tablet,0.01,0.02,0,0.03,0.03,0.03,0.02,0.02,0.01,0.03,0.02,0.01,0.01,0.02,0,0.01,0.03,0.01,0.02,0.02,0.01,0,0.01,0.01,0.01,0.03,0.02,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.03,0.02,0.03,0.02,0,0.03,0,0.03,0.02,0.01,0.02,0.01,0.03,0.01,0.03,0.02,0.13,262,0.35,18,PowderBlend,Hair & Scalp Care
P0504,Product_504,Tablet,0.03,0.01,0.04,0.01,0.02,0,0.01,0,0,0.02,0.02,0.03,0.03,0.01,0.03,0.03,0,0,0.03,0.03,0.01,0,0.03,0.03,0,0.02,0.01,0.02,0,0,0.02,0.01,0.03,0.03,0.02,0,0.01,0.03,0.04,0.04,0.03,0,0.03,0.01,0.02,0.01,0.04,0.03,0.03,0.01,0.09,763,0.31,12,Decoction,Weight Loss
P0505,Product_505,Tablet,0.02,0.03,0,0.03,0.01,0.01,0.02,0,0.03,0.01,0.03,0.02,0.03,0.02,0.02,0.01,0.03,0,0.03,0.02,0.01,0.01,0.03,0.01,0.01,0.03,0.03,0.02,0.02,0.03,0.02,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0,0.03,0.02,0.03,0.03,0.02,0,0.01,0.01,0.01,0.01,0.02,0.11,703,0.42,18,Decoction,Digestive Cleanser
P0506,Product_506,Capsule,0.01,0.01,0.02,0.01,0.03,0.03,0,0.03,0.03,0.03,0.01,0.02,0.01,0.02,0.01,0,0.03,0.03,0.03,0.01,0.01,0,0.01,0.01,0.03,0.01,0.02,0.02,0.02,0.02,0.03,0.01,0,0.03,0.01,0.01,0,0.01,0.03,0.03,0.01,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.01,0.12,311,0.35,18,TabletCompression,Women's Health
P0507,Product_507,Decoction,0.01,0.03,0.03,0.01,0.03,0,0.01,0.02,0.01,0,0.01,0.01,0.03,0,0.02,0.03,0.01,0.02,0.02,0,0.03,0,0,0.03,0.03,0.03,0,0.03,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.01,0.02,0.03,0.02,0.01,0.02,0.03,0,0.02,0.03,0.03,0.03,0.03,0.02,0.1,323,0.24,12,PowderBlend,Kidney Care
P0508,Product_508,Tablet,0.02,0.01,0.02,0.02,0.01,0,0.01,0,0.02,0.03,0.02,0.03,0.01,0.03,0.01,0.01,0.02,0.03,0,0.03,0.03,0,0.02,0.03,0.01,0,0.01,0.01,0.01,0.02,0.03,0,0.03,0.01,0.02,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.01,0.02,0.03,0.01,0.1,874,0.46,36,PowderBlend,Digestive Cleanser
P0509,Product_509,Decoction,0.04,0,0.03,0.01,0,0.03,0.03,0.01,0.04,0,0.02,0.02,0.01,0.01,0.02,0.04,0.02,0.01,0.01,0.01,0.01,0.03,0.04,0.02,0.03,0.01,0.03,0.01,0.02,0.02,0.01,0.04,0.03,0.03,0,0.02,0,0,0.04,0,0,0.03,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.01,0.09,921,0.41,36,Fermentation,Hair & Scalp Care
P0510,Product_510,Tablet,0.03,0.03,0.01,0.02,0.03,0.01,0.01,0.03,0.02,0.01,0,0.01,0.01,0.01,0.03,0.01,0.02,0,0.03,0.03,0.03,0.03,0.02,0.03,0,0.03,0,0,0,0.03,0.01,0.03,0.01,0.03,0.01,0.02,0,0,0.03,0.01,0.03,0.01,0.01,0.03,0.03,0.02,0.01,0.03,0.02,0,0.14,188,0.55,18,PowderBlend,Respiratory Health
P0511,Product_511,Capsule,0.01,0.02,0.02,0.01,0.02,0.03,0,0.02,0.02,0.03,0.03,0.02,0.01,0.02,0,0.02,0.02,0.02,0.01,0.01,0.04,0,0.01,0.02,0.03,0.02,0,0.03,0,0.03,0.03,0.03,0,0.02,0.01,0,0.02,0.03,0.03,0.03,0.01,0.02,0.03,0.02,0.02,0,0.01,0.03,0.02,0,0.12,230,0.21,36,TabletCompression,Joint Pain Relief
P0512,Product_512,Decoction,0.03,0.01,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0,0.03,0.02,0.01,0,0.03,0.01,0.02,0.02,0,0.03,0.02,0.01,0,0,0.01,0,0.02,0.02,0.01,0.01,0.01,0.03,0.01,0.03,0.03,0.03,0.01,0.01,0.01,0.03,0.01,0.01,0.02,0.03,0.03,0.03,0.02,0,0.03,0.03,0.12,115,0.49,18,TabletCompression,Stress & Anxiety
P0513,Product_513,Decoction,0.01,0.02,0.01,0,0.03,0.01,0.04,0.02,0.01,0.03,0.02,0.03,0,0.01,0,0.03,0.03,0.02,0.03,0,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0,0.01,0,0.01,0.03,0.01,0.03,0.01,0.02,0.01,0.03,0.02,0,0,0.01,0.03,0.01,0.03,0.01,0.04,0.04,0,0.01,0.11,165,0.55,12,Extract,Anti-Inflammatory
P0514,Product_514,Powder,0.01,0.01,0.03,0.03,0.01,0.03,0.02,0.03,0.02,0.02,0.02,0,0,0,0.02,0.03,0.03,0.02,0.03,0,0,0.02,0.02,0.03,0.01,0.03,0.02,0.03,0.02,0.01,0,0.03,0.02,0.02,0.02,0.03,0.03,0,0.03,0.01,0.01,0.01,0,0.01,0.01,0.03,0.03,0.01,0.03,0.01,0.11,989,0.3,12,Fermentation,Skin Disorders
P0515,Product_515,Capsule,0.01,0,0.03,0.03,0.02,0.01,0.03,0,0,0.01,0.01,0.02,0.03,0.03,0.01,0,0.03,0.03,0.02,0.02,0,0.01,0,0.03,0.02,0.03,0,0.03,0,0.02,0.01,0.01,0.03,0.02,0.02,0,0.03,0.03,0.02,0,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.11,452,0.37,18,Extract,Immunity Booster
P0516,Product_516,Tablet,0.03,0.03,0.03,0.03,0,0.04,0.01,0.01,0.01,0.02,0.04,0.01,0,0.01,0.02,0.02,0.03,0.04,0.02,0.02,0.01,0.04,0.01,0.02,0.01,0.02,0.01,0.03,0.03,0.03,0.02,0,0.02,0.02,0.04,0.03,0,0.03,0.01,0.01,0.02,0.01,0.01,0,0.02,0.04,0.01,0.01,0.01,0,0.06,952,0.46,24,Fermentation,Joint Pain Relief
P0517,Product_517,Decoction,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.01,0.01,0.02,0.03,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.01,0.01,0,0.02,0.03,0.01,0.01,0,0.01,0.03,0.01,0.03,0.01,0.02,0.02,0.02,0.01,0.03,0.02,0.01,0.07,574,0.46,24,Decoction,Weight Loss
P0518,Product_518,Syrup,0,0.03,0.01,0.01,0.03,0.02,0.02,0.04,0.04,0,0.03,0.01,0,0.03,0.01,0.03,0.04,0.01,0,0.01,0.03,0,0,0.01,0.02,0.02,0.02,0.01,0.03,0,0.04,0.03,0.03,0,0,0.01,0.04,0.01,0.02,0.03,0.04,0.01,0.01,0.04,0.02,0.02,0,0.01,0.02,0.02,0.09,891,0.3,12,Fermentation,Kidney Care
P0519,Product_519,Tablet,0,0,0.01,0.02,0.03,0,0.01,0.03,0,0.03,0.02,0.02,0.02,0.02,0,0.01,0.02,0.01,0.03,0.02,0.02,0.01,0.02,0.01,0.02,0.03,0.02,0.03,0.03,0,0.01,0.03,0.03,0.02,0.03,0.01,0.01,0,0.02,0.03,0,0.01,0.01,0,0.03,0.03,0.03,0,0.02,0.03,0.16,678,0.56,12,PowderBlend,Respiratory Health
P0520,Product_520,Syrup,0.02,0.02,0.02,0.01,0.02,0.01,0.03,0.03,0.02,0.03,0.01,0.01,0.03,0,0.01,0.02,0.03,0.01,0.03,0.02,0.03,0.02,0.01,0.02,0.03,0.02,0.03,0,0.02,0,0.01,0.03,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.01,0.03,0.03,0,0.03,0.02,0.01,0,0.08,940,0.31,12,PowderBlend,Joint Pain Relief
P0521,Product_521,Decoction,0.02,0,0.02,0.01,0.03,0.03,0,0.03,0,0.04,0.03,0,0.01,0.01,0.03,0.01,0.01,0.03,0.01,0.01,0.03,0.01,0.01,0.01,0.01,0.03,0.03,0.02,0.03,0,0.03,0.03,0.02,0.01,0.02,0,0.03,0.01,0.03,0.01,0.02,0.03,0.03,0,0.01,0.02,0,0.03,0,0.03,0.13,719,0.22,24,PowderBlend,Liver Detox
P0522,Product_522,Syrup,0.01,0.03,0,0,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.03,0.03,0.01,0.02,0.01,0.01,0.01,0.02,0.03,0.01,0,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.03,0.01,0.02,0.03,0.03,0.03,0.02,0.01,0.03,0.02,0.01,0.01,0.01,0.02,0.03,0,0.12,730,0.46,24,TabletCompression,Joint Pain Relief
P0523,Product_523,Tablet,0.01,0.03,0,0,0.02,0.01,0.01,0.03,0,0.01,0.03,0.03,0.01,0.01,0.02,0.04,0,0,0.03,0.04,0.03,0.03,0.04,0,0.02,0,0.01,0.03,0,0,0.03,0.03,0.04,0.03,0.03,0.01,0,0.01,0.02,0.01,0.01,0.02,0.03,0.04,0.04,0.01,0.01,0.02,0,0.02,0.1,495,0.42,36,TabletCompression,Anti-Inflammatory
P0524,Product_524,Tablet,0,0.01,0.04,0,0.03,0.04,0.03,0.01,0.02,0,0.01,0.03,0,0.03,0.02,0.03,0,0.02,0.02,0,0,0.01,0,0.03,0.04,0.03,0.01,0.01,0.04,0.03,0.03,0,0.01,0,0.01,0.01,0.02,0.02,0.01,0.03,0.02,0.04,0.01,0.03,0.01,0.02,0.04,0.01,0,0.03,0.11,286,0.29,24,PowderBlend,Hair & Scalp Care
P0525,Product_525,Decoction,0.01,0.01,0.01,0.01,0.02,0.03,0.03,0.02,0,0.02,0.02,0.03,0.03,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.03,0.01,0.01,0.03,0.01,0,0.01,0.02,0.01,0.03,0.02,0.01,0.03,0.02,0.01,0.03,0.03,0.03,0.02,0,0.03,0,0.03,0.03,0,0.02,0.01,0.03,0.01,0.02,0.12,331,0.43,18,TabletCompression,Women's Health
P0526,Product_526,Capsule,0.02,0.02,0.02,0.01,0.04,0.02,0.02,0.01,0,0,0.03,0.04,0.03,0.02,0.01,0,0.01,0.01,0.03,0,0.01,0.01,0.01,0.02,0,0.03,0.02,0.01,0.03,0.01,0.03,0.01,0.01,0.04,0.02,0.03,0.02,0.03,0.01,0.02,0.02,0,0.02,0.01,0.03,0.03,0.02,0,0.04,0.03,0.09,221,0.35,36,Fermentation,Digestive Cleanser
P0527,Product_527,Decoction,0.03,0.01,0.02,0.03,0.01,0.01,0.03,0,0,0.03,0.02,0,0.03,0.01,0.03,0,0,0.03,0.02,0.03,0.03,0.03,0.02,0.02,0.03,0,0.03,0.02,0.03,0.02,0,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.02,0,0.03,0.01,0.01,0.02,0.01,0.09,817,0.42,24,TabletCompression,Stress & Anxiety
P0528,Product_528,Powder,0.02,0.01,0.03,0.01,0.03,0.03,0.01,0.02,0.01,0.02,0.02,0.03,0.04,0.01,0.03,0,0.03,0,0.02,0,0.03,0,0.03,0.01,0.01,0.02,0.03,0.01,0.02,0,0,0.02,0.03,0.03,0.01,0.02,0.02,0.01,0.03,0.01,0.01,0.01,0.02,0,0.03,0.03,0.02,0.01,0.01,0.03,0.12,952,0.27,12,PowderBlend,Respiratory Health
P0529,Product_529,Decoction,0.01,0.02,0.01,0.03,0.03,0.04,0.02,0.01,0.02,0.01,0.01,0.04,0.01,0.02,0.03,0.01,0.02,0.04,0.01,0,0,0.02,0.01,0.04,0.02,0.02,0.02,0.02,0.01,0.03,0.02,0,0,0.01,0.02,0.03,0.02,0.01,0.02,0,0.02,0.01,0.03,0.01,0.04,0,0.03,0,0,0.03,0.12,831,0.44,18,Decoction,Kidney Care
P0530,Product_530,Decoction,0.03,0.02,0.01,0.01,0.01,0,0.01,0.03,0.01,0.02,0.02,0.03,0.03,0.03,0.02,0.01,0.02,0.03,0.02,0,0.03,0.03,0,0,0.02,0.02,0.03,0.02,0.02,0.02,0,0,0.03,0.01,0.03,0,0,0.03,0.01,0.01,0.03,0.03,0.02,0.02,0.02,0.01,0.03,0.02,0.02,0.02,0.11,783,0.27,36,TabletCompression,Weight Loss
P0531,Product_531,Capsule,0,0.03,0.02,0.01,0.02,0.01,0.03,0.01,0.01,0,0,0.02,0.04,0.02,0,0.01,0.01,0.03,0.04,0.01,0.03,0.01,0.02,0.03,0.02,0.02,0,0.02,0,0.03,0.02,0.02,0.03,0.03,0.01,0.01,0.01,0.03,0.01,0.01,0,0.03,0.01,0,0.02,0.04,0.02,0,0.02,0.02,0.16,518,0.57,12,Extract,Skin Disorders
P0532,Product_532,Paste,0,0.03,0.03,0,0.02,0.03,0.03,0,0.03,0.02,0.01,0.03,0,0.01,0.03,0.01,0.02,0.01,0.03,0.01,0.02,0.01,0.02,0.02,0.04,0.03,0.04,0.01,0.04,0.01,0.02,0.02,0.02,0,0.03,0.02,0.03,0.01,0.02,0.01,0.02,0.03,0.02,0.01,0.01,0.01,0,0,0.04,0,0.09,423,0.26,24,TabletCompression,Diabetes Management
P0533,Product_533,Paste,0.02,0.03,0.04,0.04,0.02,0.02,0.03,0.01,0.01,0.03,0.04,0.01,0,0.01,0.02,0.01,0,0.02,0.02,0.02,0,0.01,0.01,0.02,0,0.03,0.01,0,0.01,0.04,0.01,0.03,0.01,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.02,0,0.09,260,0.27,12,Extract,Respiratory Health
P0534,Product_534,Decoction,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.03,0.02,0.01,0.01,0.02,0.03,0.01,0.01,0.03,0.04,0.03,0,0.02,0.01,0.03,0.03,0.02,0.03,0.01,0,0,0.02,0,0.01,0.03,0,0,0.01,0.03,0.04,0.03,0.01,0.02,0.01,0.01,0,0.02,0.02,0.01,0.02,0.03,0.03,0.12,706,0.59,18,Extract,Stress & Anxiety
P0535,Product_535,Powder,0.01,0.02,0.01,0.03,0.02,0.02,0,0.03,0.02,0.02,0.02,0,0.01,0.02,0.01,0.02,0.01,0.02,0.03,0.02,0.01,0.02,0.03,0,0.03,0.01,0.03,0.02,0.02,0.02,0.01,0.01,0.03,0.03,0.02,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.03,0.03,0.03,0.01,0.02,0.01,0.02,0.03,0.1,490,0.35,12,Fermentation,Liver Detox
P0536,Product_536,Powder,0.02,0.01,0.02,0.01,0.02,0.02,0.03,0.02,0,0.03,0.03,0.03,0.02,0.03,0.03,0.02,0.01,0.03,0.03,0.02,0.02,0,0.02,0.01,0.01,0.01,0.03,0.02,0,0,0.03,0.01,0.03,0.01,0.02,0,0.01,0.01,0.01,0.01,0.02,0,0.02,0.02,0.01,0.03,0,0.03,0.03,0,0.15,305,0.23,12,TabletCompression,Hair & Scalp Care
P0537,Product_537,Tablet,0.03,0.02,0.01,0.02,0.02,0,0.02,0.02,0.01,0,0.03,0.02,0,0.03,0.03,0.01,0.02,0.01,0.01,0.03,0.03,0.01,0.01,0.03,0.03,0.03,0.02,0.03,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.03,0.03,0.03,0.04,0.01,0.01,0,0.01,0.02,0.01,0.02,0.02,0.03,0.01,0.01,0.1,148,0.54,12,Decoction,Joint Pain Relief
P0538,Product_538,Tablet,0,0.01,0.02,0.04,0.03,0.02,0.02,0.04,0.02,0,0.03,0,0.04,0.01,0.03,0.02,0.02,0.04,0.04,0.02,0.02,0.02,0.01,0.03,0.03,0.01,0.01,0.01,0,0,0.01,0,0.02,0.01,0.03,0,0.03,0,0.03,0.01,0.01,0.01,0.01,0.05,0.02,0.03,0.03,0.03,0.01,0.02,0.05,702,0.58,12,Decoction,Hair & Scalp Care
P0539,Product_539,Capsule,0.02,0,0,0.02,0.03,0.03,0.03,0,0.04,0.03,0.01,0,0.01,0,0.02,0.01,0.01,0,0.01,0.02,0.04,0.04,0.02,0.02,0.03,0.02,0,0.04,0.01,0.02,0.02,0,0.03,0.02,0.04,0.02,0.01,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0,0.02,0.02,0.01,0.03,0.03,0.09,861,0.53,18,Decoction,Anti-Inflammatory
P0540,Product_540,Powder,0,0.01,0.01,0.01,0.03,0.01,0.03,0.03,0.03,0.02,0.01,0.01,0.03,0.01,0.02,0.01,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0,0.03,0.03,0.03,0.02,0.02,0.03,0.01,0.01,0.02,0.03,0.01,0.03,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0,0.03,0.03,0.01,0,0.03,0.07,465,0.59,36,Decoction,Hair & Scalp Care
P0541,Product_541,Syrup,0.02,0.03,0,0,0.03,0.02,0.02,0.03,0.02,0.03,0.02,0.01,0.03,0.03,0.03,0.02,0,0,0,0.02,0,0.01,0.01,0.03,0.02,0.02,0.03,0.02,0.03,0.01,0.02,0,0,0.02,0.04,0.01,0.02,0,0.03,0.03,0.03,0.02,0.01,0.01,0.03,0.02,0.01,0.01,0.02,0.02,0.11,615,0.45,18,Decoction,Kidney Care
P0542,Product_542,Tablet,0.04,0.01,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.01,0.03,0.01,0.02,0,0.01,0.02,0.02,0,0.02,0.02,0.03,0.04,0.02,0.02,0.01,0.03,0,0,0.01,0.01,0.04,0.03,0,0.03,0.02,0.01,0.03,0.01,0.03,0.02,0.01,0.01,0,0.03,0.02,0,0.02,0.03,0.11,120,0.47,24,Fermentation,Women's Health
P0543,Product_543,Paste,0.03,0.02,0.03,0.03,0,0.03,0.01,0.01,0.01,0.02,0.03,0.01,0.02,0,0.02,0.03,0.01,0,0.01,0.02,0.01,0.01,0.03,0.02,0.02,0.01,0.03,0,0.01,0,0.02,0.02,0.03,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.01,0.02,0.01,0.03,0.01,0.01,0.03,0.03,0.01,0.09,265,0.57,24,TabletCompression,Memory & Cognition
P0544,Product_544,Powder,0.02,0.03,0.02,0.03,0.02,0.01,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0,0.01,0.01,0,0.03,0,0.01,0.03,0.01,0.03,0.03,0.03,0,0.02,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.03,0.03,0.02,0,0,0.01,0.01,0.01,0.02,0.01,0.11,604,0.57,24,Extract,Kidney Care
P0545,Product_545,Tablet,0.01,0.02,0.01,0.03,0.03,0.01,0,0.01,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.02,0.01,0.02,0.01,0.01,0,0.03,0,0.02,0.03,0.03,0.02,0,0.01,0.02,0.03,0.03,0,0.03,0.01,0.02,0,0.01,0,0.02,0.02,0.04,0.02,0.02,0.04,0,0.02,0.01,0,0.03,0.11,446,0.38,12,Decoction,Skin Disorders
P0546,Product_546,Paste,0,0.04,0.01,0.04,0.04,0,0,0.02,0.04,0.01,0,0.01,0.02,0.01,0.01,0.02,0.03,0.03,0.04,0,0.02,0.01,0.03,0.02,0,0.03,0.01,0.02,0.04,0.04,0.01,0.02,0.01,0.03,0.03,0.01,0.03,0.02,0.01,0,0.01,0,0.03,0.02,0.02,0.02,0.01,0,0.02,0.02,0.09,964,0.57,24,Fermentation,Immunity Booster
P0547,Product_547,Powder,0.01,0.03,0.03,0.03,0,0,0,0.02,0.03,0,0.02,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.01,0.03,0.01,0.01,0.03,0.02,0.03,0.01,0.01,0.01,0.03,0.01,0.03,0,0,0.03,0.02,0.03,0.02,0.02,0.01,0.01,0.04,0,0,0.02,0.03,0.03,0.02,0.03,0.02,0.02,0.11,598,0.32,24,Decoction,Joint Pain Relief
